species	habitat	taxonomic.class	tissue	diet.type	source.iso.13C	source.iso.15N	delta13C	delta15N	citation
Rattus_sp	terrestrial	mammalia	hair	pellet	-16.6	6.87	-2.55	-0.28	"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453."
Phalacrocorax_carbo	marine	aves	feather	carnivore	-20.2	9.5	3.6	3.6	"Mizutani, H., Kabaya, Y., and Wada E. (1991). Nitrogen and Carbon Isotope Compositions relate linearly in Cormorant Tissues and its Diet. Isotopenpraxis Isotopes in Environmental and Health Studies 27(4): 166-168."
Phalacrocorax_carbo	marine	aves	muscle	carnivore	-20.2	9.5	2.1	2.4	"Mizutani, H., Kabaya, Y., and Wada E. (1991). Nitrogen and Carbon Isotope Compositions relate linearly in Cormorant Tissues and its Diet. Isotopenpraxis Isotopes in Environmental and Health Studies 27(4): 166-168."
Phalacrocorax_carbo	marine	aves	liver	carnivore	-20.2	9.5	1.3	2.3	"Mizutani, H., Kabaya, Y., and Wada E. (1991). Nitrogen and Carbon Isotope Compositions relate linearly in Cormorant Tissues and its Diet. Isotopenpraxis Isotopes in Environmental and Health Studies 27(4): 166-168."
Gallus_gallus	terrestrial	aves	liver	pellet	-19.9	4.7	0.4	1.7	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Gallus_gallus	terrestrial	aves	muscle	pellet	-19.9	4.7	0.3	0.2	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Gallus_gallus	terrestrial	aves	collagen	pellet	-19.9	4.7	0.8	1.5	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Gallus_gallus	terrestrial	aves	feather	pellet	-19.9	4.7	-0.4	1.1	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	blood	pellet	-24.3	5.5	1.2	2.2	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	liver	pellet	-24.3	5.5	0.2	2.3	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	muscle	pellet	-24.3	5.5	1.1	1	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	collagen	pellet	-24.3	5.5	2.7	2.5	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	feather	pellet	-24.3	5.5	1.4	1.6	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Larus_delawarensis	marine	aves	blood	carnivore	-24.3	14.2	-0.3	3.1	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Larus_delawarensis	marine	aves	liver	carnivore	-24.3	14.2	-0.4	2.7	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Larus_delawarensis	marine	aves	muscle	carnivore	-24.3	14.2	0.3	1.4	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Larus_delawarensis	marine	aves	collagen	carnivore	-24.3	14.2	2.6	3.1	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Larus_delawarensis	marine	aves	feather	carnivore	-24.3	14.2	0.2	3	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	blood	herbivore	-19.5	NA	-0.9	NA	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	liver	herbivore	-19.5	NA	-1	NA	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	muscle	herbivore	-19.5	NA	0	NA	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	collagen	herbivore	-19.5	NA	-0.3	NA	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	blood	herbivore	-24.1	NA	0.5	NA	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	liver	herbivore	-24.1	NA	0.9	NA	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	muscle	herbivore	-24.1	NA	0.6	NA	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Coturnix_japonica	terrestrial	aves	collagen	herbivore	-24.1	NA	3	NA	"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197."
Larus_heermanni	marine	aves	feather	carnivore	-18.3	9.7	3.6	5.3	"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)"
Nicticorax_sp	marine	aves	feather	carnivore	-18.3	9.7	3.2	4.2	"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)"
Casmerodius_albus	marine	aves	feather	carnivore	-18.3	9.7	3.1	3.9	"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)"
Ardea_cinerea	marine	aves	feather	carnivore	-18.3	9.7	3.4	4.3	"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)"
Spheniscus_humboldti	marine	aves	feather	carnivore	-18.8	7.8	2.9	4.8	"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)"
Phalacrocorax_carbo	marine	aves	feather	carnivore	-20.1	9.5	3.8	3.7	"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)"
Eudocimus_ruber	marine	aves	feather	omnivore	-23.2	3.5	3.8	4.5	"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)"
Eudocimus_albus	marine	aves	feather	omnivore	-22.4	3.6	2.5	4.3	"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)"
Phoenicopterus_chilensis	marine	aves	feather	omnivore	-22.1	2.9	3.6	5.6	"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)"
Phalacrocorax_aristotelis	marine	aves	feather	carnivore	-17.5	11.5	2.6	4.9	"Bearhop, S., Thompson, D. R., Waldron, S., Russell, I., Alexander, G., & Furness, R. W. (1999). Stable isotopes indicate the extent of freshwater feeding by cormorants Phalacrocorax carbo shot at inland fisheries in England. Journal of Applied Ecology, 36(1), 75-84."
Aythya_valisineria	marine	aves	blood	omnivore	-23.99	4.07	1.45	2.98	"Haramis, G. M., Jorde, D. G., Macko, S. A., & Walker, J. L. (2001). Stable-isotope analysis of Canvasback winter diet in upper Chesapeake Bay. The Auk, 118(4), 1008-1017."
Sylvia_borin	terrestrial	aves	blood	pellet	-25.8	6.5	1.7	2.4	"Hobson, K. A., & Bairlein, F. (2003). Isotopic fractionation and turnover in captive Garden Warblers (Sylvia borin): implications for delineating dietary and migratory associations in wild passerines. Canadian Journal of Zoology, 81(9), 1630-1635."
Sylvia_borin	terrestrial	aves	feather	pellet	-25.8	6.5	2.7	4	"Hobson, K. A., & Bairlein, F. (2003). Isotopic fractionation and turnover in captive Garden Warblers (Sylvia borin): implications for delineating dietary and migratory associations in wild passerines. Canadian Journal of Zoology, 81(9), 1630-1635."
Dendroica_coronata	terrestrial	aves	blood	omnivore	-24.94	6.17	-1.5	2.5	"Pearson, S. F., Levey, D. J., Greenberg, C. H., & Del Rio, C. M. (2003). Effects of elemental composition on the incorporation of dietary nitrogen and carbon isotopic signatures in an omnivorous songbird. Oecologia, 135(4), 516-523."
Dendroica_coronata	terrestrial	aves	blood	omnivore	-26.74	6.12	-0.2	2.6	"Pearson, S. F., Levey, D. J., Greenberg, C. H., & Del Rio, C. M. (2003). Effects of elemental composition on the incorporation of dietary nitrogen and carbon isotopic signatures in an omnivorous songbird. Oecologia, 135(4), 516-523."
Dendroica_coronata	terrestrial	aves	blood	omnivore	-27.25	6.01	0.2	2.8	"Pearson, S. F., Levey, D. J., Greenberg, C. H., & Del Rio, C. M. (2003). Effects of elemental composition on the incorporation of dietary nitrogen and carbon isotopic signatures in an omnivorous songbird. Oecologia, 135(4), 516-523."
Dendroica_coronata	terrestrial	aves	blood	omnivore	-27.9	6.07	0.61	2.9	"Pearson, S. F., Levey, D. J., Greenberg, C. H., & Del Rio, C. M. (2003). Effects of elemental composition on the incorporation of dietary nitrogen and carbon isotopic signatures in an omnivorous songbird. Oecologia, 135(4), 516-523."
Dendroica_coronata	terrestrial	aves	blood	omnivore	-24.94	6.17	-1.2	1.7	"Pearson, S. F., Levey, D. J., Greenberg, C. H., & Del Rio, C. M. (2003). Effects of elemental composition on the incorporation of dietary nitrogen and carbon isotopic signatures in an omnivorous songbird. Oecologia, 135(4), 516-523."
Dendroica_coronata	terrestrial	aves	blood	omnivore	-26.74	6.12	1.5	1.8	"Pearson, S. F., Levey, D. J., Greenberg, C. H., & Del Rio, C. M. (2003). Effects of elemental composition on the incorporation of dietary nitrogen and carbon isotopic signatures in an omnivorous songbird. Oecologia, 135(4), 516-523."
Dendroica_coronata	terrestrial	aves	blood	omnivore	-27.25	6.01	1.8	NA	"Pearson, S. F., Levey, D. J., Greenberg, C. H., & Del Rio, C. M. (2003). Effects of elemental composition on the incorporation of dietary nitrogen and carbon isotopic signatures in an omnivorous songbird. Oecologia, 135(4), 516-523."
Dendroica_coronata	terrestrial	aves	blood	omnivore	-27.9	6.07	2.2	2.7	"Pearson, S. F., Levey, D. J., Greenberg, C. H., & Del Rio, C. M. (2003). Effects of elemental composition on the incorporation of dietary nitrogen and carbon isotopic signatures in an omnivorous songbird. Oecologia, 135(4), 516-523."
Buteo_rufinus	terrestrial	aves	muscle	carnivore	-25.97	5.81	1.03	2.11	"Li, L. X., Yi, X. F., Li, M. C., & Zhang, X. A. (2004). Analysis of diets of upland buzzards using stable carbon and nitrogen isotopes. Israel Journal of Zoology, 50(1), 75-85."
Calidris_alpina	marine	aves	muscle	omnivore	-24.7	3.5	1.9	3.1	"Ogden, L. J. E., Hobson, K. A., & Lank, D. B. (2004). Blood isotopic (_13C and _15N) turnover and diet-tissue fractionation factors in captive dunlin (Calidris alpina pacifica). The Auk, 121(1), 170-177."
Calidris_alpina	marine	aves	liver	omnivore	-24.7	3.5	1.1	4	"Ogden, L. J. E., Hobson, K. A., & Lank, D. B. (2004). Blood isotopic (_13C and _15N) turnover and diet-tissue fractionation factors in captive dunlin (Calidris alpina pacifica). The Auk, 121(1), 170-177."
Calidris_alpina	marine	aves	blood	omnivore	-24.7	3.5	1.5	3	"Ogden, L. J. E., Hobson, K. A., & Lank, D. B. (2004). Blood isotopic (_13C and _15N) turnover and diet-tissue fractionation factors in captive dunlin (Calidris alpina pacifica). The Auk, 121(1), 170-177."
Calidris_alpina	marine	aves	blood	omnivore	-24.7	3.5	0.5	3.3	"Ogden, L. J. E., Hobson, K. A., & Lank, D. B. (2004). Blood isotopic (_13C and _15N) turnover and diet-tissue fractionation factors in captive dunlin (Calidris alpina pacifica). The Auk, 121(1), 170-177."
Calidris_alpina	marine	aves	blood	omnivore	-24.7	3.5	1.3	2.9	"Ogden, L. J. E., Hobson, K. A., & Lank, D. B. (2004). Blood isotopic (_13C and _15N) turnover and diet-tissue fractionation factors in captive dunlin (Calidris alpina pacifica). The Auk, 121(1), 170-177."
Calidris_alpina	marine	aves	blood	carnivore	-18.3	13.7	1.1	3.2	"Ogden, L. J. E., Hobson, K. A., & Lank, D. B. (2004). Blood isotopic (_13C and _15N) turnover and diet-tissue fractionation factors in captive dunlin (Calidris alpina pacifica). The Auk, 121(1), 170-177."
Aptenodytes_patagonicus	marine	aves	blood	carnivore	-18.2	12.6	-0.81	2.07	"Cherel, Y., Hobson, K. A., & Hassani, S. (2005). Isotopic discrimination between food and blood and feathers of captive penguins: implications for dietary studies in the wild. Physiological and Biochemical Zoology, 78(1), 106-115."
Aptenodytes_patagonicus	marine	aves	blood	carnivore	-18.4	13.4	-0.61	1.23	"Cherel, Y., Hobson, K. A., & Hassani, S. (2005). Isotopic discrimination between food and blood and feathers of captive penguins: implications for dietary studies in the wild. Physiological and Biochemical Zoology, 78(1), 106-115."
Aptenodytes_patagonicus	marine	aves	feather	carnivore	-18.2	12.6	0.07	3.49	"Cherel, Y., Hobson, K. A., & Hassani, S. (2005). Isotopic discrimination between food and blood and feathers of captive penguins: implications for dietary studies in the wild. Physiological and Biochemical Zoology, 78(1), 106-115."
Aptenodytes_patagonicus	marine	aves	feather	carnivore	-18.4	13.4	0.26	2.65	"Cherel, Y., Hobson, K. A., & Hassani, S. (2005). Isotopic discrimination between food and blood and feathers of captive penguins: implications for dietary studies in the wild. Physiological and Biochemical Zoology, 78(1), 106-115."
Eudyptes_chrysocome	marine	aves	blood	carnivore	-19.5	10.5	0.02	2.72	"Cherel, Y., Hobson, K. A., & Hassani, S. (2005). Isotopic discrimination between food and blood and feathers of captive penguins: implications for dietary studies in the wild. Physiological and Biochemical Zoology, 78(1), 106-115."
Eudyptes_chrysocome	marine	aves	blood	carnivore	-19.9	11.4	0.46	1.86	"Cherel, Y., Hobson, K. A., & Hassani, S. (2005). Isotopic discrimination between food and blood and feathers of captive penguins: implications for dietary studies in the wild. Physiological and Biochemical Zoology, 78(1), 106-115."
Eudyptes_chrysocome	marine	aves	feather	carnivore	-19.5	10.5	0.11	4.4	"Cherel, Y., Hobson, K. A., & Hassani, S. (2005). Isotopic discrimination between food and blood and feathers of captive penguins: implications for dietary studies in the wild. Physiological and Biochemical Zoology, 78(1), 106-115."
Eudyptes_chrysocome	marine	aves	feather	carnivore	-19.9	11.4	0.55	3.53	"Cherel, Y., Hobson, K. A., & Hassani, S. (2005). Isotopic discrimination between food and blood and feathers of captive penguins: implications for dietary studies in the wild. Physiological and Biochemical Zoology, 78(1), 106-115."
